headline,stock,date,exact_time
Trade Delta Air Lines Stock and Stay Immune From the Coronavirus,dal,2020-02-05,14:20:17
Delta speeds up suspension of U.S.-China flights,dal,2020-02-01,17:28:15
Delta is swooping in to design new uniforms for employees after flight attendants and ground workers complain of health problems (DAL),dal,2020-01-30,16:45:13
3 Airline Stocks to Sell This Week in Wake of the Coronavirus,dal,2020-01-29,16:30:46
American Airlines  United  and European airlines are pulling flights to China as the coronavirus spreads and fears mount (UAL  AAL  DAL),dal,2020-01-29,16:27:04
The coronavirus outbreak coincides with China's busiest travel season  and it could cause headaches for US airlines  analysts warn (UAL  AAL  DAL),dal,2020-01-23,18:24:05
Here's what Delta's incredible year reveals about the US airline industry (DAL),dal,2020-01-19,17:54:06
Teachers doused in jet fuel at California school sue Delta Air Lines,dal,2020-01-18,02:34:30
American Airlines Group Inc. -- Moody's assigns Ba1 rating to American Airlines' new term loan B,dal,2020-01-17,23:30:00
Can Delta Stock Fly Higher in 2020 With These Catalysts?,dal,2020-01-17,19:33:19
Delta crew failed to warn controllers about Los Angeles fuel dump -FAA,dal,2020-01-15,22:52:13
Corrected: Delta beats profit forecast on strong demand as rivals battle 737 MAX crisis,dal,2020-01-15,15:43:25
5 Top Stock Trades for Wednesday: DAL  WFC  AMD,dal,2020-01-14,21:21:34
Delta Air Lines Earnings: DAL Stock Surges 3% on Q4 Topper,dal,2020-01-14,19:24:06
UPDATE 1-Delta wants to use tech to improve flying experience,dal,2020-01-08,00:42:37
Lands’ End Lawsuit: Delta Employees Say Uniforms Made Them Sick,dal,2020-01-03,21:32:58
Dalmac Energy Reports First Quarter “Q2’20” Financial Results ,dal,2019-12-23,22:30:00
Delta flight attendants say their uniforms are making them lose their hair  break out in hives  and cough uncontrollably (DAL),dal,2019-12-18,15:21:04
Delta is partnering with a private-jet startup  and the move reveals how the airline giant is looking to cash in by investing in unexpected spaces (DAL),dal,2019-12-12,19:33:06
Brazilian airline GOL says Delta Air exits stake,dal,2019-12-11,06:53:00
Dalmac Announces Resignation of Chief Financial Officer,dal,2019-12-06,22:30:10
An emergency evacuation slide accidentally fell from a Delta plane and landed in someone's backyard in Boston (DAL  BA),dal,2019-12-02,19:00:06
7 Airline Stocks Investors Should Put on Their Christmas Lists,dal,2019-11-26,19:50:44
These are the 10 airports to avoid if you're flying during Thanksgiving (AAL  DAL),dal,2019-11-22,17:53:04
U.S. grants final approval for expanded Delta  Air France  Virgin  KLM JV,dal,2019-11-21,20:18:10
UPDATE 2-Alitalia rescue plan hits the skids  Delta still interested in 10%,dal,2019-11-20,22:25:35
3 Airline Stocks to Trade Into 2020,dal,2019-11-14,17:42:46
The head of the largest flight-attendant union in the US explains why Delta's cabin crews might finally vote to unionize (DAL),dal,2019-11-07,18:25:04
Alitalia administrators neutral on Delta  Lufthansa offers,dal,2019-11-06,13:47:50
Delta might pull out of Alitalia bid consortium - newspaper,dal,2019-11-03,13:55:15
3 Big Stock Charts for Tuesday: Boeing  Southwest Airlines  and Delta Air Lines,dal,2019-10-29,13:24:43
Delta Air Lines  Inc. -- Moody's assigns Baa3 rating to Delta Air Lines' new senior unsecured notes,dal,2019-10-21,19:30:00
In wake of Delta deal  Qatar Airways says could consider raising LATAM stake,dal,2019-10-17,09:29:23
4 Airline Stocks to Buy Despite Trump’s Tariffs,dal,2019-10-14,17:05:17
Delta Air Lines Earnings: DAL Stock Dips 2% on Rising Costs,dal,2019-10-10,18:23:44
Delta looks at faster hiring to meet 'surprise' demand  costs rise,dal,2019-10-10,18:03:14
Thursday’s Vital Data: Delta Airlines  United States Steel and Roku,dal,2019-10-10,13:16:24
Exclusive: Delta pilots received record overtime while MAX crisis hit rivals - unions,dal,2019-10-09,23:37:06
Delta swings from market weakness to strength in Latin America,dal,2019-10-07,19:50:49
Wait for Delta Stock to Drop Below $50 Before Buying the Dip,dal,2019-10-07,12:27:06
A Delta flight was delayed 3 hours after a passenger managed to board without a ticket (DAL),dal,2019-10-06,18:27:04
Delta says new U.S. tariffs on Airbus will hurt profits  inflict 'serious harm',dal,2019-10-02,21:54:52
Delta Air Lines News: Rising Costs Send DAL Stock 5% Lower,dal,2019-10-02,19:48:06
US airline stocks plummet after Trump wins WTO approval for tariffs on aircraft parts (UAL  LUV  AAL  DAL),dal,2019-10-02,19:36:03
Dalmac Energy Reports First Quarter “Q1’20” Financial Results,dal,2019-09-27,23:00:00
CORRECTED-Delta to buy 20% of LATAM for $1.9 billion in regional shake-up,dal,2019-09-27,22:36:10
LATAM Airlines Group S.A (LATAM) -- Moody's: Delta's Baa3 rating is unaffected by its planned investment in LATAM Airlines,dal,2019-09-27,22:00:00
Italy's Conte calls on Delta to commit more to Alitalia,dal,2019-09-21,16:15:36
A Delta flight made an emergency landing after it appeared to lose cabin pressure midair (DAL),dal,2019-09-19,16:45:04
A heartwarming note a flight attendant wrote to a deaf passenger is going viral (DAL),dal,2019-09-19,16:21:05
Travel agent charged with scamming Delta out of 42 million reward miles,dal,2019-09-13,23:59:59
Delta Air Lines hikes stake in Hanjin Kal to 9.21%,dal,2019-09-10,02:56:13
Dalmac Energy Inc. Closing of Sale of Tank Farm Assets and Purchase of Tremcar,dal,2019-09-09,19:42:18
Dalmac Energy Reports Year End 2019 Financial Results,dal,2019-08-29,00:00:00
Southwest Airlines Stock May Soon Chart a Golden Route,dal,2019-08-21,11:34:50
This Big Bet on International Growth Could Hurt American Airlines Stock,dal,2019-08-20,12:36:48
US transportation officials just said Delta couldn't ban pit bulls from coming aboard as service dogs (DAL),dal,2019-08-08,22:54:03
U.S. gives tentative approval for expanded Delta  Air France  Virgin joint venture,dal,2019-08-03,05:22:55
UPDATE 1-U.S. Senate confirms former Delta executive to head FAA,dal,2019-07-24,18:57:15
Is Boeing Stock’s 737-MAX Scandal a Nothingburger?,dal,2019-07-24,18:35:44
Wednesday’s Vital Data: Coca-Cola  Bank of America and Delta Airlines,dal,2019-07-24,13:40:05
3 Big Stock Charts for Wednesday: Delta Air Lines  Salesforce and American Airlines,dal,2019-07-17,11:55:01
Delta's focus on passenger experience and loyalty has its profits and its stock soaring (DAL),dal,2019-07-14,15:21:04
Delta Earnings: DAL Stock Pops on Q2 Beat,dal,2019-07-12,16:13:33
Big Q2 Beat in Store for United Airlines Stock,dal,2019-07-12,13:15:42
Delta not tempted by potential Boeing 737 MAX deals -executives,dal,2019-07-11,17:18:44
Thursday’s Vital Data: Delta Air Lines  Micron and Disney,dal,2019-07-11,13:43:10
5 Top Stock Trades for Thursday: AMD  DAL  C  BB,dal,2019-07-10,19:56:06
What Wall Street expects from Delta Air Lines's earnings,dal,2019-07-10,15:01:29
A midair engine failure led a Delta flight to make an emergency landing (DAL),dal,2019-07-09,22:06:03
UPDATE 2-Flight crew restrains 'God' aboard Delta flight  returns to Puerto Rico,dal,2019-07-03,21:51:20
Delta says it will launch new perks for economy passengers on international flights  giving it an edge over United and American (DAL),dal,2019-07-02,17:45:06
'White Knight' Delta buys stake in Korean Air parent  dampens activist threat,dal,2019-06-21,09:50:17
UPDATE 2-Delta invests in partner Korean Air  seeks to expand in Asia,dal,2019-06-20,17:04:08
Delta Air not expecting flight cancellations as result of tech issue,dal,2019-06-20,04:24:08
Dalmac Energy Inc. Amended Financing Arrangement,dal,2019-06-15,01:06:42
President Trump's trade wars  Boeing's 737 Max scandal  and rising oil prices are causing a $7.5 billion headache for airlines  industry group says (BA  LUV  AAL  DAL  UAL),dal,2019-06-03,15:15:04
Delta  United poised for most new slots at Tokyo's Haneda airport,dal,2019-05-17,00:52:55
American Airlines Group Inc. -- Moody's assigns B1 rating to American Airlines Group's new unsecured notes,dal,2019-05-16,18:55:00
U.S. tariffs against Airbus would harm Delta: airline official,dal,2019-05-15,18:09:35
Delta Air Lines just made it much easier for passengers to keep their frequent-flyer status (DAL),dal,2019-05-08,13:09:04
Dalmac Energy Inc. Financing Arrangement  Asset Sale and Asset Purchase,dal,2019-04-30,02:51:16
Delta is limiting the amount passengers can recline their seats on its Airbus A320 fleet as controversy swells in the seat decline debate (DAL),dal,2019-04-16,21:03:04
Delta lifts 2019 rev target as robust demand fuels quarterly beat,dal,2019-04-10,22:42:28
Delta Air Lines forecasts upbeat second quarter  shares rise 3 percent,dal,2019-04-10,14:25:26
Delta Air Lines beats on earnings and guidance  announces record revenue (DAL),dal,2019-04-10,13:21:07
Delta CEO says confident Boeing will resolve 737 MAX issues,dal,2019-04-09,17:32:31
JPMorgan warns airline investors to brace for a turbulent earnings season (AAL  UAL  LUV  DAL),dal,2019-04-07,15:15:03
UPDATE 1-Delta Air Lines expects first-quarter profit above Wall Street estimates,dal,2019-04-02,16:33:57
Passengers are furious after a computer outage delayed flights on Southwest  United  and Delta (LUV  UAL  DAL),dal,2019-04-01,14:48:04
Delta Air Lines  Inc. -- Moody's announces completion of a periodic review of ratings of Delta Air Lines  Inc.'s EETCs,dal,2019-04-01,06:17:00
Dalmac Energy Inc. Reports Q3’19 Financial Results,dal,2019-03-29,21:01:00
Delta Air Lines  Inc. -- Moody's announces completion of a periodic review of ratings of Delta Air Lines  Inc.'s EETCs,dal,2019-03-26,21:12:00
Trump taps former Delta executive to head aviation regulator,dal,2019-03-19,22:47:16
Airline stocks with exposure to Boeing's 737 Max are sliding (LUV  DAL  UAL  AAL),dal,2019-03-12,16:42:08
UPDATE 1-Delta Air Lines stock could fly higher -Barron's,dal,2019-03-11,00:38:09
UPDATE 1-Trump expected to tap former Delta exec to run FAA -officials,dal,2019-03-08,17:59:47
Delta Air Lines  Inc. -- Moody's assigns Aa3 and A3 ratings to Delta Air Lines Series 2019-1 EETC,dal,2019-03-06,21:28:00
Delta dangles future order for 200 jets  considering Alitalia investment,dal,2019-03-05,21:00:03
American  United  JetBlue  and Southwest cancel hundreds of flights as a major snowstorm slams the Northeastern US (AAL  LUV  DAL  UAL  JBLU),dal,2019-03-04,15:48:04
U.S. fines American Airlines  Delta for long tarmac delays,dal,2019-02-28,21:36:07
Delta CEO explains why paying employees to volunteer in the community is good for business (DAL),dal,2019-02-14,16:06:04
UPDATE 2-Italian railways group to start talks with Delta  easyJet on Alitalia,dal,2019-02-13,21:30:41
EU clears Air France-KLM  Delta  Virgin group deal over Virgin Atlantic,dal,2019-02-12,17:15:00
Exclusive: Delta trying to unload East Coast refinery - sources,dal,2019-02-01,21:44:24
Over 1 500 flights cancelled as winter weather wreaks havoc on US's busiest airports (AAL  DAL  UAL  LUV),dal,2019-01-29,16:12:07
Stocks gain as Trump announces a temporary end to the government shutdown (SPY  SPX  QQQ  DIA  SBUX  JBLU  AAL  DAL  INTC),dal,2019-01-25,20:36:04
Delta has officially pushed back the debut of their new Airbus A220 jets due to the government shutdown (DAL),dal,2019-01-25,19:42:09
Delta  United profit beats encourage sector  but shutdown impact looms,dal,2019-01-16,00:41:58
Delta can't put its new Airbus jets into service because FAA inspectors have been sent home during the government shutdown (DAL),dal,2019-01-15,18:39:06
Delta Air growth to slow further in first quarter as shutdown weighs,dal,2019-01-15,16:50:46
A Delta passenger brought a gun on a flight as the government shutdown spurs TSA agents across the country to abandon work (DAL),dal,2019-01-14,16:51:06
Here's what to expect from Delta Air Lines's earnings report,dal,2019-01-14,15:01:19
Delta shares fall 10 pct on lowered outlook  drags down rivals,dal,2019-01-03,19:01:36
Dalmac Energy Inc. Reports Q2’19 Financial Results ,dal,2018-12-28,22:01:00
Delta's CEO just reignited the nastiest feud in the airline industry by accusing Qatar Airways of violating a deal with Trump administration (DAL),dal,2018-12-21,18:21:03
Delta Air Lines shares drop on weak revenue outlook,dal,2018-12-13,18:19:49
Italy's rail company working to get Easyjet or Delta involved in Alitalia - sources,dal,2018-12-12,16:06:56
Delta adds 10 A330neo in boost to Airbus' slow-selling jet,dal,2018-11-16,20:24:46
Delta Air Lines happy with pilot contract rules for regional flights: CEO,dal,2018-10-27,00:25:31
Delta won't speculate on Alitalia stake -CEO,dal,2018-10-26,18:01:50
UPDATE 2-Delta profit tops estimates as cost controls help offset fuel surge,dal,2018-10-11,17:52:46
Delta chief says cancelled 100 flights so far due to hurricane,dal,2018-10-11,13:47:49
Delta Air Lines is about to announce its earnings — here's what Wall Street expects,dal,2018-10-10,15:01:26
Delta's CEO says the airline will roll out free Wi-Fi and it will actually save the company money (DAL),dal,2018-10-05,19:21:05
Dalmac Energy Inc. Reports Q1’19 Financial Results,dal,2018-09-28,23:00:00
UPDATE 2-Delta lifts U.S. groundstop after restoring computer systems,dal,2018-09-26,05:37:34
Delta Air Lines grounds U.S. planes to address technical issue,dal,2018-09-26,03:02:29
Delta flight makes emergency landing in Tokyo-airline,dal,2018-09-23,10:37:20
American Airlines is rallying after saying it will raise bag fees (AAL  DAL  JBLU  LUV  UAL),dal,2018-09-21,21:21:07
Delta joins United  JetBlue in hiking U.S. baggage fees to $30,dal,2018-09-19,21:49:11
My Delta flight got canceled before a busy holiday weekend  and I discovered the greatest argument for basic economy (AAL  DAL  UAL),dal,2018-09-13,16:00:04
UPDATE 1-U.S. safety board investigates Delta engine failure,dal,2018-09-06,23:49:37
Delta Air Lines targets motor fuels buyers in refinery deal -sources,dal,2018-09-06,23:30:29
CORRECTION -- Dalmac Energy Inc.,dal,2018-08-29,00:02:39
Moody's: Capital expansion plans will pressure airport credit profiles  but pass-through costs are manageable for airlines,dal,2018-08-21,23:37:00
Delta's website suffered a glitch that wouldn't let some people buy tickets  and passengers are not happy (DAL),dal,2018-07-26,18:45:06
UPDATE 3-American Airlines  Delta revise websites to change Taiwan reference,dal,2018-07-25,07:26:29
Airplane seats are smaller than ever  but the CEOs of Delta and American vow they won't shrink anymore (AAL  DAL),dal,2018-07-24,20:42:04
Airlines warned fuel prices were a growing threat  but it just became clear how terrible the situation has become (DAL),dal,2018-07-12,19:12:05
Higher fares help Delta quell oil hit,dal,2018-07-12,18:12:29
Here's what Wall Street expects from Delta Air Lines's earnings,dal,2018-07-12,15:01:26
Delta cuts 2018 forecast on higher fuel costs  profit beats estimates,dal,2018-07-12,13:36:30
Mysterious airline fees are costing passengers hundreds of dollars and no one knows what they go to pay for (AAL  DAL  UAL),dal,2018-07-03,18:39:04
A flight attendant on a Delta partner flight reportedly kicked 5 passengers off of a plane after an argument over airplane mode (DAL),dal,2018-06-28,22:24:03
UPDATE 1-Delta Air CEO says higher jet fuel to add $2 bln to costs,dal,2018-06-27,20:57:14
A man in his underwear ran onto the tarmac at Atlanta's airport  jumped onto the wing of a Delta plane  and pounded on the windows while yelling at passengers inside (DAL),dal,2018-06-27,16:36:06
Delta is banning pit bulls from flying as service dogs and customers are furious (DAL),dal,2018-06-21,18:36:06
UPDATE 1-Bombardier to sell 20 regional jets with new cabin design to Delta,dal,2018-06-20,13:55:31
A single flight shows the complexities of the airline industry's nastiest feud (AAL  DAL  UAL),dal,2018-06-10,15:06:05
Delta's new uniforms are giving some flight attendants rashes (DAL),dal,2018-06-08,18:00:03
Delta says it's already feeling the pain of rising oil prices (DAL),dal,2018-06-06,16:36:04
A dog died during a Delta flight and its owner is accusing the airline of attempting a cover-up (DAL),dal,2018-06-04,19:45:03
Delta Reports Operating Performance for May 2018,dal,2018-06-04,15:00:00
Delta Air Lines to Present at Deutsche Bank 2018 Global Industrials and Materials Summit,dal,2018-05-31,22:00:00
Delta's 64 000 employees now have new designer uniforms (DAL),dal,2018-05-29,19:06:03
Delta Air Lines to Present at Bernstein's 34th Annual Strategic Decisions Conference,dal,2018-05-24,22:30:00
A Delta passenger is going to jail for two years after punching a flight attendant and hitting another passenger with a wine bottle (DAL),dal,2018-05-16,21:03:03
The airlines need to make an unlikely move to boost performance (UAL  AAL  LUV  DAL),dal,2018-05-16,17:06:05
Delta Air Lines to Present at Bank of America Merrill Lynch 2018 Transportation Conference,dal,2018-05-11,17:00:00
Scared Delta passengers forced to evacuate plane after smoke pours into cabin (DAL),dal,2018-05-09,16:15:03
BRIEF-Hub International Acquires Shares Of Quebec-Based Delta Group,dal,2018-05-07,14:11:07
BRIEF-Delta Galil To Acquire French Men's Underwear Group Eminence,dal,2018-05-07,06:06:16
BRIEF-Delta Says April 2018 Total System RPMS Were 18.26 Billion  Up 3.7%,dal,2018-05-02,15:27:18
Delta Reports Operating Performance for April 2018,dal,2018-05-02,15:00:00
BRIEF-Delta Air Lines CEO Edward Bastian's Total 2017 Compensation Was $13.2 Million,dal,2018-04-27,23:10:33
BRIEF-Delta Air Lines Declares Quarterly Dividend Of $0.305 Per Share,dal,2018-04-27,21:53:41
A Delta passenger with multiple sclerosis was tied to a wheelchair with a blanket for transport  family says (DAL),dal,2018-04-25,18:36:09
Barron's: Delta  Goodyear stock have more upside than prices suggest,dal,2018-04-22,21:35:55
BRIEF-Delta Board Of Directors Names Michael Huerta As Newest Member,dal,2018-04-20,14:08:46
Delta flight makes an emergency landing in Atlanta after smoke came out of an engine (DAL),dal,2018-04-19,16:45:05
BRIEF-Delta 9 Enters Into Partnership With Westleaf Cannabis Inc. For Development Of Alberta Facility,dal,2018-04-19,11:32:06
UPDATE 4-Delta Air Q1 profit beats estimates  cost  tax cuts to lift 2nd quarter,dal,2018-04-12,19:13:39
BRIEF-Delta 9 Cannabis Signs Letter Of Intent With Pharmasave,dal,2018-04-10,11:34:50
Hundreds of thousands of Delta customers had their data exposed during a major cyber attack (DAL),dal,2018-04-05,22:30:05
Delta Air Lines Announces Webcast of March Quarter 2018 Financial Results,dal,2018-04-05,21:00:00
UPDATE 1-Sears Holding  Delta Air hit by customer data breach at tech firm,dal,2018-04-05,05:55:50
BRIEF-Delta Air Lines Statement on 7.ai cyber incident,dal,2018-04-05,04:29:00
BRIEF-Delta 9 Exercises Option To Acquire Production Facility,dal,2018-04-04,11:35:54
BRIEF-Delta Reports Operating Performance For March 2018,dal,2018-04-03,15:08:20
Dalmac Energy Reports Q3’18 Financial Results,dal,2018-03-29,21:48:44
BRIEF-Delta 9 Signs LoI With Kalapa & Canpharma For Export Of Cannabis To Germany,dal,2018-03-27,11:46:50
Delta Air Lines and the New England Patriots donated free flights to Florida high school students headed to the March for Our Lives protest (DAL),dal,2018-03-26,19:51:06
Airlines are increasingly using vouchers over cash — here are the secrets for how to use them (AAL  UAL  DAL  LUV),dal,2018-03-23,23:00:04
This jarring photo shows the death of the Boeing 747 jumbo jet in America (DAL  BA),dal,2018-03-22,16:48:05
Delta put an 8-week-old puppy on multiple wrong flights while its owner was ignored by customer service (DAL),dal,2018-03-20,15:48:04
The way Delta decides how you board reveals a huge problem in the airline industry (DAL),dal,2018-03-08,15:36:08
These airlines could get a boost from Amazon's HQ2 (AMZN  DAL  UAL  LUV  JBLU),dal,2018-03-05,19:09:06
Emirates Airline boss says US rivals 'need to grow up' and end the nastiest feud in the airline industry (DAL  UAL  AAL  ALK  JBLU),dal,2018-03-04,15:09:04
Delta could face a $40 million blow over the NRA after backlash from Georgia lawmakers — but the airline still won't move its headquarters (DAL),dal,2018-03-02,17:48:04
Delta Reports Operating Performance for February 2018,dal,2018-03-02,15:00:00
Delta Vacations continues European expansion with the addition of vacation packages to Portugal  France  Greece and Austria,dal,2018-02-28,18:38:00
Airline stocks surge after Warren Buffett says he’s open to buying one (AAL  UAL  DAL  LUV  JBLU),dal,2018-02-26,16:15:04
Delta and United Airlines have cut ties with the NRA (DAL  UAL),dal,2018-02-24,17:21:08
/C O R R E C T I O N -- Delta Vacations/,dal,2018-02-14,22:33:00
Delta Air Lines employees are getting another $1.1 billion reward (DAL),dal,2018-02-14,18:00:06
Delta interested in new mid-size Boeing jet  despite trade spat,dal,2018-02-13,21:58:23
Delta Vacations announces its list of top 10 romantic destinations for destination weddings,dal,2018-02-13,21:18:00
Delta Air Lines Declares Quarterly Dividend,dal,2018-02-09,19:30:00
Comedian Nicole Byer claims she made a disgusting discovery while flying first-class on Delta Airlines (DAL),dal,2018-02-09,19:12:04
Delta changing the way you board — and some customers hate it (DAL),dal,2018-02-05,21:54:10
Delta Reports Operating Performance for January 2018,dal,2018-02-02,15:00:00
Here's how airlines decide if a pet qualifies as an emotional support animal (DAL  UAL  AAL),dal,2018-01-31,22:09:03
Expedia.com  Orbitz and Travelocity Collaborate with UATP to Expand US Corporate Travel Market Presence,dal,2018-01-30,13:58:00
It doesn't matter what class you're in — there's only one thing that makes a flight enjoyable or not (DAL),dal,2018-01-27,20:06:05
Airline stocks are recovering after United sparked a selloff by hinting at a price war (UAL  AAL  ALK  DAL  LUV  JBLU),dal,2018-01-25,15:30:03
American  Delta Air to revive deal to fly stranded passengers,dal,2018-01-25,00:42:28
Dalmac Energy Reports Stock Option Grant,dal,2018-01-23,01:31:31
Delta is cracking down on people who use fake emotional support animals to let their pets fly for free (DAL),dal,2018-01-19,17:27:06
Delta introduces enhanced requirements for customers traveling with service or support animals effective March 1,dal,2018-01-19,14:00:00
Delta's CEO says the nastiest rivalry in the airline industry is more complex than people think (DAL),dal,2018-01-18,22:15:06
Delta Air Lines apologizes after listing Taiwan  Tibet as countries on website,dal,2018-01-12,11:01:54
Delta sees double benefit from tax cut  shares rise,dal,2018-01-11,18:47:27
Delta is rallying after reporting solid earnings (DAL),dal,2018-01-11,14:57:05
Delta Air Lines Announces December Quarter and Full Year 2017 Profit,dal,2018-01-11,13:00:00
UATP Strengthens Network By Adding Spirit Airlines As A Merchant,dal,2018-01-09,13:59:00
Delta Air Lines Announces Webcast of December Quarter and Full Year 2017 Financial Results,dal,2018-01-04,17:00:00
Delta Reports Operating Performance for December 2017,dal,2018-01-03,15:00:00
BRIEF-Delta Air Lines CEO Edward Bastian Sells 25 000 Shares of Co's Common Stock On Dec 29 (DAL),dal,2018-01-02,22:37:03
Airlines are ditching seatback screens and making you use your phone to watch movies (DAL  AAL  UAL  ALK),dal,2018-01-02,17:06:06
UPDATE 1-Airbus sprints from behind in bid to upset Boeing order lead (BA  DAL  AER),dal,2017-12-29,19:17:03
Colonial Pipeline defends fees to U.S. watchdog after shippers complain (VLO  MPC  CVX  TLP  DAL),dal,2017-12-23,01:02:04
BRIEF-Dalmac Energy Says Qtrly Earnings Per Share $0.00 (DAL),dal,2017-12-22,22:07:03
Delta Vacations continues domestic growth with six new U.S. destinations,dal,2017-12-21,19:37:00
"BRIEF-Bombardier says confident U.S. ITC will reach ""right conclusion"" on Boeing dispute (BBD.  BA  DAL)",dal,2017-12-20,22:22:03
Atlanta airport power outage cost Delta Air Lines up to $50 million,dal,2017-12-20,20:57:07
UPDATE 1-Brazil lower house approves Open Skies deal with U.S. (GOLL4  DAL  UAL  IAG),dal,2017-12-20,00:17:03
A woman's tweets perfectly capture the insanity at the Atlanta airport during the 11-hour power outage (DAL  TWX),dal,2017-12-18,17:51:08
UPDATE 1-Flights delayed at Atlanta airport after power outage (DAL),dal,2017-12-17,21:42:03
Delta's CEO explains why airline computers fail and how tech will change flying (DAL),dal,2017-12-17,15:00:03
PRESS DIGEST- Canada - Dec 15 (MDCA  CVE  BA  DAL  BBD.),dal,2017-12-15,12:22:04
Southwest Airlines would use tax savings on planes  share buybacks (LUV  DAL),dal,2017-12-14,22:47:04
Delta has agreed to buy $25 billion worth of Airbus jets (DAL),dal,2017-12-14,17:21:03
Delta Air Lines to place order for Airbus jets,dal,2017-12-14,14:17:54
Delta Air sees fourth-quarter passenger unit revenue up about 4 pct (DAL),dal,2017-12-14,14:17:03
Delta Selects Airbus A321neo for Narrowbody Fleet Renewal,dal,2017-12-14,14:00:00
Toronto airport requires extra security checks after 'customs breach' (WJA  ALK  DAL),dal,2017-12-14,00:47:04
Lufthansa changes how it awards miles under its loyalty programme (LHA  AF  IAG  DAL),dal,2017-12-11,12:17:03
Delta Air Lines cancels hundreds of flights due to winter storm (DAL  UAL),dal,2017-12-08,23:12:05
RPT-Fuel shippers seek U.S. review of 'excessive' Colonial Pipeline rates (VLO  CVX  DAL),dal,2017-12-08,20:22:03
WestJet to gain market share with Delta joint venture: Moody's,dal,2017-12-08,18:23:45
BRIEF-Delta Air Lines Says It's Computer Systems Are Functioning Normally (DAL),dal,2017-12-08,17:07:03
Delta Air Lines Hosts Investor Day on Dec. 14  2017,dal,2017-12-07,17:01:00
PRESS DIGEST- Canada - Dec 7 (WJA  DAL),dal,2017-12-07,12:12:06
BRIEF-Dalmac Energy Announces Credit Agreement With Servus Credit Union (DAL),dal,2017-12-06,23:17:03
Airbus faces hectic December to meet 2017 delivery goal (UTX  DAL  BA),dal,2017-12-06,21:52:03
CANADA STOCKS-TSX falls as Hudson's Bay sinks  energy stocks weigh (WJA  DAL  DOL  RCI.  CGO),dal,2017-12-06,16:27:03
UPDATE 1-Canada's WestJet to add 45 aircraft to fleet by 2020 (WJA  DAL),dal,2017-12-06,13:32:03
Winter holiday travel forecast to give U.S. airlines needed boost (DAL  UAL  ALK  LUV),dal,2017-12-06,07:02:04
"UPDATE 1-""Smart bags"" may not fly if battery cannot be removed (DAL  ALK)",dal,2017-12-05,14:42:03
UPDATE 1-Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat -sources (AEROMEX*  BBD.  DAL  BA  EMBR3),dal,2017-12-04,22:32:04
BRIEF-Delta Air - Entered Into Underwriting Agreement For Proposed Offer And Sale Of $450 Million 2.600% Notes (DAL),dal,2017-12-04,22:32:04
BRIEF-Delta Reports ‍November Total System​ Load Factor 85.4 Pct (DAL),dal,2017-12-04,15:12:06
Delta Reports Operating Performance for November 2017,dal,2017-12-04,15:00:00
How the Boeing jet no one wanted became the plane airlines scour the planet for (BA  DAL),dal,2017-12-03,15:54:07
UPDATE 1-India's Jet  Air France-KLM announce tie-up to boost traffic (JETAIRWAYS  AF  DAL),dal,2017-11-29,08:07:03
Delta Air Lines  Inc. -- Moody's assigns Baa3 rating to Delta Air Lines senior unsecured notes,dal,2017-11-28,18:39:00
BRIEF-Delta Air Lines Files Preliminary Prospectus Supplement Related To Potential Notes Offering (DAL),dal,2017-11-28,15:02:04
BRIEF-‍Endeavor Air Pilots ratify contract extension that establishes a new standard for pilot pay​ (DAL),dal,2017-11-22,20:57:06
Delta answers JetBlue's challenge with more luxury business class service in the US (DAL),dal,2017-11-21,17:39:03
RPT-Gulf carriers may be in focus under foreign airline U.S. tax exemption cut (DAL  UAL),dal,2017-11-17,13:07:03
BRIEF-Appaloosa Lp dissolves share stake in Nucor  Delta Air Lines (SWN  NUE  DAL),dal,2017-11-14,15:32:04
AIRSHOW-Bombardier in talks to reshuffle Delta CSeries deliveries (BBD.  DAL  BA  LHA),dal,2017-11-12,16:07:03
Airbus eyes Canadian military deal  further cooperation with Bombardier (BBD.  BA  AM  LMT  DAL),dal,2017-11-08,21:17:03
BRIEF-Aeromexico and Delta launch nonstop service between Seattle and Mexico City (DAL  AEROMEX*),dal,2017-11-07,21:57:03
Air France-KLM says to revamp frequent-flyer scheme (AF  AB1  GOLL4  DAL  IAG),dal,2017-11-06,14:37:03
Delta Air Lines Declares Quarterly Dividend,dal,2017-11-03,20:15:00
BRIEF-Delta Air Lines total system load factor 86 pct in October (DAL),dal,2017-11-02,14:22:03
Delta Reports Operating Performance for October 2017,dal,2017-11-02,14:00:00
Record Thanksgiving air travel could boost U.S. airlines (DAL  UAL),dal,2017-11-01,17:02:03
Former FireEye CEO joins cyber venture fund Allegis (INTC  DAL),dal,2017-10-26,19:27:08
BRIEF-Delta board of directors names Ash Carter as newest member (DAL),dal,2017-10-23,22:32:10
Wall St Weekahead-Recent hurricanes take toll on quarterly earnings (HOG  COST  USB  ABT  AIG  DOV  SNA  PG  STZ  USG  OC  EXP  HD  DAL),dal,2017-10-20,20:12:04
Airbus CSeries deal unlikely to spur quick boost in sales -Air Lease CEO (BBD.  BA  AL  DAL  EMBR3),dal,2017-10-19,22:52:12
Delta says it did not play a role in Airbus-Bombardier deal,dal,2017-10-18,20:18:48
